Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C497,2023-04-03,2023-05-01,Email,CH002,Sign Up,CT001,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Seniors,60+,AU006,USA,LO001,75445.0,3803.0,4450.0,994.0,2592.59,0.0,Aaron Faulkner,EX009
C498,2023-03-13,2023-04-04,TikTok,CH003,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Adults,40-60,AU007,Europe,LO004,36828.0,5200.0,1830.0,363.0,34219.4,39084.37,Thomas Ryan,EX003
C499,2023-05-08,2023-05-13,Email,CH002,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Male,60+,AU005,India,LO008,27050.0,1773.0,4978.0,665.0,44276.09,69124.09,Melissa Haynes,EX008
C500,2023-03-25,2023-04-22,TikTok,CH003,Sign Up,CT001,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Teens,13-19,AU008,Canada,LO003,28525.0,8245.0,3024.0,942.0,16985.61,0.0,Jesus Rivera,EX004
C501,2023-11-14,2023-11-18,Facebook,CH005,Sales,CT002,"Noble, Mcneil and Cooper",CL 009,36911 Gay Streets Suite 795,Brentmouth,LA,62951-4782,sarahparks@yahoo.com,Mark Garcia,Female,40-60,AU010,USA,LO001,45801.0,5956.0,750.0,260.0,4259.12,44644.05,Wesley Simon,EX005
C502,2023-01-27,2023-02-07,Instagram,CH004,Sales,CT002,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Female,40-60,AU010,Europe,LO004,91082.0,4847.0,105.0,262.0,17928.5,66105.1,Lauren Riggs,EX001
C503,2023-01-13,2023-02-02,TikTok,CH003,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Male,60+,AU005,Australia,LO007,1025.0,604.0,1468.0,354.0,29787.51,61922.17,Melissa Haynes,EX008
C504,2023-01-25,2023-02-13,TikTok,CH003,Sign Up,CT001,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Female,40-60,AU010,LATAM,LO002,81191.0,5184.0,1478.0,548.0,22718.62,0.0,Melissa Haynes,EX008
C505,2023-07-05,2023-08-03,Instagram,CH004,Sign Up,CT001,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Adults,18-40,AU001,UK,LO006,77496.0,509.0,3957.0,252.0,10008.32,0.0,Lauren Riggs,EX001
C506,2023-03-14,2023-04-07,Facebook,CH005,Sales,CT002,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Male,60+,AU005,LATAM,LO002,35326.0,7840.0,3323.0,447.0,34654.96,23153.0,Brandon Townsend Jr.,EX002
C507,2023-04-17,2023-05-01,TikTok,CH003,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Seniors,60+,AU006,Japan,LO005,40991.0,7887.0,2576.0,196.0,6905.82,27008.14,Thomas Ryan,EX003
C508,2023-02-07,2023-03-09,Email,CH002,Sign Up,CT001,"Arnold, Smith and Ward",CL 058,Unit 2316 Box 4709,DPO AA 90463-5066,,,michelle93@pineda-small.com,Karen Bryan,Male,60+,AU005,USA,LO001,73480.0,2539.0,1229.0,394.0,23611.62,0.0,Jesus Rivera,EX004
C509,2023-04-27,2023-05-17,Email,CH002,Sales,CT002,Griffin LLC,CL 078,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,45759,carlos94@ware.org,Karen Mitchell,Female,18-40,AU004,Canada,LO003,87797.0,2203.0,673.0,150.0,45722.87,79661.78,Brandon Townsend Jr.,EX002
C510,2023-02-27,2023-03-25,TikTok,CH003,Sales,CT002,Fisher-Johnston,CL 063,36491 Jennifer Park Suite 248,East David,PA,71082-4715,rellis@lindsey.com,Timothy Hernandez,Adults,18-40,AU001,UK,LO006,21115.0,3073.0,3909.0,940.0,15351.2,60822.54,Jesus Rivera,EX004
C511,2023-05-31,2023-06-08,Facebook,CH005,Sales,CT002,"Holmes, Johnson and Rodriguez",CL 025,USCGC Erickson,FPO AE 00735-4383,,,polsen@alexander-smith.net,Anne Foley,Seniors,60+,AU006,UK,LO006,86512.0,5480.0,3885.0,641.0,35513.81,44981.99,Wesley Simon,EX005
C512,2023-02-06,2023-02-15,YouTube,CH001,Sign Up,CT001,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Male,18-40,AU009,UK,LO006,51129.0,4112.0,868.0,492.0,37925.11,0.0,Brandon Townsend Jr.,EX002
C513,2023-04-01,2023-04-29,Instagram,CH004,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Female,18-40,AU004,LATAM,LO002,5158.0,8481.0,797.0,117.0,18699.48,63014.62,Michael Camacho,EX007
C514,2023-02-19,2023-02-20,Email,CH002,Sales,CT002,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Female,18-40,AU004,Europe,LO004,23084.0,4180.0,4345.0,229.0,38984.91,33875.98,Brandon Townsend Jr.,EX002
C515,2023-02-07,2023-02-11,YouTube,CH001,Sales,CT002,"Arnold, Smith and Ward",CL 058,Unit 2316 Box 4709,DPO AA 90463-5066,,,michelle93@pineda-small.com,Karen Bryan,Teens,13-19,AU008,USA,LO001,40088.0,3475.0,1577.0,78.0,10448.16,24110.0,Jesus Rivera,EX004
C516,2023-10-30,2023-11-19,YouTube,CH001,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Male,40-60,AU003,Europe,LO004,47451.0,4528.0,1025.0,922.0,28584.68,37684.47,Lauren Riggs,EX001
C517,2023-11-27,2023-12-13,YouTube,CH001,Sign Up,CT001,Griffin LLC,CL 078,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,45759,carlos94@ware.org,Karen Mitchell,Female,40-60,AU010,USA,LO001,98070.0,4008.0,4672.0,160.0,6708.46,0.0,Brandon Townsend Jr.,EX002
C518,2023-04-14,2023-04-26,YouTube,CH001,Sales,CT002,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Teens,13-19,AU008,UK,LO006,17621.0,5194.0,1547.0,322.0,23214.58,28309.73,Kyle Serrano,EX010
C519,2023-05-29,2023-06-25,TikTok,CH003,Sales,CT002,"Miller, Bryant and Burnett",CL 037,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,12690-6573,bjohnson@martin-williams.com,Christopher Clark,Male,60+,AU005,Canada,LO003,22146.0,466.0,796.0,565.0,24724.64,67172.62,Aaron Faulkner,EX009
C520,2023-05-21,2023-06-19,TikTok,CH003,Sign Up,CT001,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Female,40-60,AU010,India,LO008,32285.0,3446.0,464.0,141.0,16098.17,0.0,Kyle Serrano,EX010
C521,2023-06-30,2023-07-09,TikTok,CH003,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Female,18-40,AU004,Canada,LO003,93631.0,6624.0,4879.0,575.0,8447.78,23153.0,Thomas Ryan,EX003
C522,2023-07-01,2023-07-13,Instagram,CH004,Sales,CT002,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Male,40-60,AU003,LATAM,LO002,98967.0,9994.0,1398.0,405.0,28786.24,38972.33,Thomas Ryan,EX003
C523,2023-09-15,2023-09-23,Email,CH002,Sign Up,CT001,Lewis-Martinez,CL 067,37059 Bates Prairie Suite 432,Port Robertmouth,MN,28374,joshua06@king.com,Angela Anderson,Adults,18-40,AU001,Japan,LO005,26488.0,4215.0,3710.0,963.0,20125.89,0.0,Aaron Faulkner,EX009
C524,2023-10-20,2023-11-01,Email,CH002,Sales,CT002,Jimenez and Sons,CL 048,8451 Walter Fords Apt. 737,South Danielchester,CT,12719-1372,amartinez@oconnell.com,Justin Cole,Female,40-60,AU010,Japan,LO005,83320.0,6709.0,3000.0,111.0,2636.02,57022.8,Jesus Rivera,EX004
C525,2023-01-02,2023-01-07,Facebook,CH005,Sales,CT002,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Male,40-60,AU003,LATAM,LO002,17434.0,8058.0,4913.0,903.0,33197.16,36827.73,Thomas Ryan,EX003
C526,2023-03-30,2023-04-23,YouTube,CH001,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Teens,13-19,AU008,Australia,LO007,30372.0,9774.0,4169.0,283.0,22544.06,40877.57,Jesus Rivera,EX004
C527,2023-12-26,2024-01-02,TikTok,CH003,Sign Up,CT001,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Female,60+,AU002,USA,LO001,53283.0,6082.0,3783.0,960.0,24511.44,0.0,Melissa Haynes,EX008
C528,2023-09-01,2023-09-02,Facebook,CH005,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Female,40-60,AU010,LATAM,LO002,70975.0,3098.0,2857.0,289.0,29042.22,64916.34,Wesley Simon,EX005
C529,2023-12-27,2024-01-23,Facebook,CH005,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Male,18-40,AU009,USA,LO001,24082.0,4912.0,650.0,518.0,40666.82,28986.86,Kyle Serrano,EX010
C530,2023-07-29,2023-08-27,Instagram,CH004,Sales,CT002,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Female,60+,AU002,Australia,LO007,58154.0,7801.0,3685.0,834.0,45403.99,64569.68,Brandon Townsend Jr.,EX002
C531,2023-09-23,2023-10-02,YouTube,CH001,Sales,CT002,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Male,60+,AU005,Japan,LO005,57788.0,1904.0,4492.0,264.0,36423.99,59316.61,Becky Brown,EX006
C532,2023-01-15,2023-01-25,Facebook,CH005,Sign Up,CT001,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Adults,40-60,AU007,Europe,LO004,35782.0,7277.0,1257.0,48.0,12829.76,0.0,Jesus Rivera,EX004
C533,2023-04-25,2023-05-20,Email,CH002,Sales,CT002,Roberts-Howe,CL 066,64572 Dawn Forges Suite 455,South Samantha,PA,33248-5599,mckenziebrandon@allen.biz,Robert Mcintosh,Adults,18-40,AU001,Canada,LO003,68780.0,4304.0,947.0,385.0,1383.25,38112.03,Brandon Townsend Jr.,EX002
C534,2023-06-21,2023-06-22,TikTok,CH003,Sign Up,CT001,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Adults,40-60,AU007,Australia,LO007,8588.0,3026.0,2834.0,494.0,42958.17,0.0,Brandon Townsend Jr.,EX002
C535,2023-03-26,2023-03-30,Instagram,CH004,Sales,CT002,"Parker, Velasquez and Dixon",CL 036,33302 Fuller Lakes,West Christopher,MH,17095,hutchinsonmary@gmail.com,Brian George,Female,40-60,AU010,Canada,LO003,2032.0,8324.0,3692.0,494.0,17958.56,62543.34,Aaron Faulkner,EX009
C536,2023-05-22,2023-06-09,Email,CH002,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Teens,13-19,AU008,Japan,LO005,40314.0,2283.0,1137.0,97.0,7948.59,43440.14,Wesley Simon,EX005
C537,2023-11-22,2023-12-14,Instagram,CH004,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Female,60+,AU002,Canada,LO003,47633.0,2473.0,3114.0,969.0,28810.28,50538.61,Michael Camacho,EX007
C538,2023-08-21,2023-09-08,Instagram,CH004,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Female,40-60,AU010,LATAM,LO002,80744.0,9567.0,3831.0,300.0,21503.77,46612.23,Lauren Riggs,EX001
C539,2023-07-24,2023-07-26,YouTube,CH001,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Female,40-60,AU010,LATAM,LO002,31148.0,9685.0,4695.0,443.0,11770.88,53470.57,Wesley Simon,EX005
C540,2023-10-26,2023-10-27,YouTube,CH001,Sales,CT002,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Adults,18-40,AU001,Europe,LO004,54126.0,3241.0,3876.0,417.0,12363.43,43394.78,Brandon Townsend Jr.,EX002
C541,2023-12-31,2024-01-16,Facebook,CH005,Sign Up,CT001,"Bush, Mendez and Smith",CL 028,791 Darryl Squares Suite 934,Holdenport,OH,41129-2197,churchtimothy@yahoo.com,Patrick Williams,Seniors,60+,AU006,Canada,LO003,3141.0,2066.0,4858.0,707.0,33079.51,0.0,Brandon Townsend Jr.,EX002
C542,2023-04-12,2023-05-06,Email,CH002,Sign Up,CT001,Roberts-Brown,CL 019,725 Peter Lights Apt. 639,South Janet,WV,83873-6339,nguyendustin@gmail.com,Samantha Hudson,Female,18-40,AU004,Canada,LO003,71363.0,4901.0,2954.0,229.0,42744.36,0.0,Thomas Ryan,EX003
C543,2023-04-08,2023-04-12,Instagram,CH004,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,18-40,AU009,Europe,LO004,77069.0,4269.0,3216.0,647.0,22090.59,0.0,Thomas Ryan,EX003
C544,2023-04-21,2023-05-20,TikTok,CH003,Sales,CT002,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Adults,40-60,AU007,Europe,LO004,58876.0,3430.0,2111.0,19.0,39613.38,34503.35,Jesus Rivera,EX004
C545,2023-12-09,2023-12-21,TikTok,CH003,Sales,CT002,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Adults,18-40,AU001,UK,LO006,45538.0,4754.0,1731.0,825.0,44619.17,23153.0,Melissa Haynes,EX008
C546,2023-11-10,2023-11-16,Instagram,CH004,Sign Up,CT001,Smith-Bailey,CL 012,055 Rebecca Ramp,Edwardsland,WY,72139-7625,bakerpaul@holland.com,Sharon Reeves,Male,60+,AU005,Australia,LO007,89920.0,6865.0,1180.0,635.0,17851.68,0.0,Michael Camacho,EX007
C547,2023-12-09,2024-01-08,Facebook,CH005,Sign Up,CT001,Reed-Johnson,CL 070,01161 Mcintyre Burg,Robinsonport,CO,51964,stacy50@bates-martin.com,John Terrell,Female,60+,AU002,Japan,LO005,19751.0,105.0,2064.0,390.0,39438.63,0.0,Becky Brown,EX006
C548,2023-11-15,2023-11-21,Instagram,CH004,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Male,60+,AU005,UK,LO006,8239.0,7428.0,1891.0,418.0,11415.21,70333.73,Thomas Ryan,EX003
C549,2023-06-05,2023-06-30,Facebook,CH005,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Male,40-60,AU003,Australia,LO007,37914.0,3566.0,3760.0,192.0,40046.15,43759.64,Thomas Ryan,EX003
C550,2023-10-05,2023-10-06,TikTok,CH003,Sign Up,CT001,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Adults,40-60,AU007,India,LO008,85675.0,1929.0,371.0,482.0,2333.47,0.0,Jesus Rivera,EX004
C551,2023-04-10,2023-05-02,TikTok,CH003,Sign Up,CT001,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Female,18-40,AU004,UK,LO006,59750.0,5191.0,4322.0,179.0,11171.37,0.0,Jesus Rivera,EX004
C552,2023-07-02,2023-07-04,YouTube,CH001,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Male,18-40,AU009,Japan,LO005,8281.0,2729.0,2207.0,590.0,33766.67,30713.37,Lauren Riggs,EX001
C553,2023-01-16,2023-02-02,Facebook,CH005,Sales,CT002,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Male,60+,AU005,Canada,LO003,92881.0,8244.0,1048.0,597.0,30183.91,71056.63,Thomas Ryan,EX003
C554,2023-03-25,2023-04-06,Facebook,CH005,Sales,CT002,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Female,18-40,AU004,USA,LO001,25102.0,423.0,2306.0,115.0,21717.1,26212.19,Brandon Townsend Jr.,EX002
C555,2023-11-26,2023-11-29,Email,CH002,Sales,CT002,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Teens,13-19,AU008,USA,LO001,28434.0,5705.0,2762.0,611.0,38953.97,45282.52,Jesus Rivera,EX004
C556,2023-09-02,2023-09-20,TikTok,CH003,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Female,40-60,AU010,Japan,LO005,77248.0,7277.0,2513.0,645.0,31711.24,33292.71,Aaron Faulkner,EX009
C557,2023-12-07,2023-12-24,TikTok,CH003,Sign Up,CT001,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Female,18-40,AU004,Europe,LO004,64760.0,6901.0,592.0,357.0,2343.95,0.0,Aaron Faulkner,EX009
C558,2023-06-04,2023-07-01,Facebook,CH005,Sales,CT002,Herrera-Cook,CL 040,0613 David Haven Apt. 354,North Samantha,MI,10699-1384,ijordan@gmail.com,Madison York,Adults,40-60,AU007,Japan,LO005,30243.0,7311.0,3013.0,543.0,12348.63,60225.47,Wesley Simon,EX005
C559,2023-11-08,2023-11-11,YouTube,CH001,Sales,CT002,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Female,60+,AU002,UK,LO006,75884.0,1346.0,579.0,747.0,16583.39,40139.67,Melissa Haynes,EX008
C560,2023-09-29,2023-10-24,Email,CH002,Sign Up,CT001,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Adults,40-60,AU007,UK,LO006,61132.0,7347.0,583.0,771.0,36681.7,0.0,Thomas Ryan,EX003
C561,2023-01-03,2023-01-06,Facebook,CH005,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Seniors,60+,AU006,Australia,LO007,91198.0,1427.0,2362.0,70.0,41732.19,67380.19,Wesley Simon,EX005
C562,2023-01-03,2023-01-07,YouTube,CH001,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Adults,40-60,AU007,LATAM,LO002,95668.0,4575.0,3630.0,641.0,35713.13,56873.06,Jesus Rivera,EX004
C563,2023-12-23,2024-01-08,Email,CH002,Sales,CT002,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Adults,40-60,AU007,USA,LO001,30742.0,3986.0,2245.0,266.0,9993.61,23153.0,Brandon Townsend Jr.,EX002
C564,2023-11-06,2023-12-06,Facebook,CH005,Sales,CT002,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Adults,40-60,AU007,Europe,LO004,1686.0,9974.0,1657.0,504.0,24402.45,26040.52,Aaron Faulkner,EX009
C565,2023-11-29,2023-12-12,TikTok,CH003,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Male,40-60,AU003,Canada,LO003,99064.0,6800.0,2348.0,920.0,33158.28,65970.18,Melissa Haynes,EX008
C566,2023-05-04,2023-05-19,TikTok,CH003,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Seniors,60+,AU006,Canada,LO003,67436.0,1912.0,4256.0,518.0,34634.74,34802.56,Thomas Ryan,EX003
C567,2023-05-26,2023-06-03,Facebook,CH005,Sales,CT002,"Salinas, Rodriguez and Bowman",CL 074,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,35416,gutierrezjames@yahoo.com,Laura Caldwell,Adults,18-40,AU001,Japan,LO005,81307.0,3086.0,4132.0,184.0,43597.88,67023.2,Thomas Ryan,EX003
C568,2023-10-01,2023-10-10,TikTok,CH003,Sign Up,CT001,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Teens,13-19,AU008,UK,LO006,46473.0,6249.0,1331.0,637.0,8018.37,0.0,Brandon Townsend Jr.,EX002
C569,2023-04-19,2023-05-15,Email,CH002,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,18-40,AU001,Europe,LO004,13392.0,1573.0,523.0,59.0,845.52,31672.37,Brandon Townsend Jr.,EX002
C570,2023-05-19,2023-05-24,Facebook,CH005,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Male,40-60,AU003,Japan,LO005,72587.0,9206.0,4522.0,84.0,44424.82,84065.61,Aaron Faulkner,EX009
C571,2023-03-06,2023-03-27,Facebook,CH005,Sign Up,CT001,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Female,40-60,AU010,Australia,LO007,90979.0,7824.0,1463.0,300.0,27451.58,0.0,Thomas Ryan,EX003
C572,2023-10-31,2023-11-15,Instagram,CH004,Sales,CT002,Ramirez-Wilson,CL 011,6802 Scott Ways,Jasonbury,NM,94299-7873,robertellis@simpson-gutierrez.com,Christine Nguyen,Adults,40-60,AU007,LATAM,LO002,52251.0,5191.0,2016.0,707.0,7191.6,54257.65,Becky Brown,EX006
C573,2023-01-06,2023-02-02,Instagram,CH004,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,18-40,AU009,Europe,LO004,10330.0,2556.0,3106.0,585.0,4687.95,56550.69,Thomas Ryan,EX003
C574,2023-06-26,2023-07-25,Facebook,CH005,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Female,60+,AU002,LATAM,LO002,50136.0,8383.0,4725.0,531.0,29927.92,25015.3,Michael Camacho,EX007
C575,2023-02-25,2023-03-15,YouTube,CH001,Sales,CT002,Smith-Bailey,CL 012,055 Rebecca Ramp,Edwardsland,WY,72139-7625,bakerpaul@holland.com,Sharon Reeves,Teens,13-19,AU008,Australia,LO007,56788.0,6094.0,4412.0,423.0,34283.55,34637.66,Michael Camacho,EX007
C576,2023-05-17,2023-06-09,Email,CH002,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Male,40-60,AU003,Canada,LO003,81235.0,1627.0,1022.0,677.0,4974.51,76861.26,Jesus Rivera,EX004
C577,2023-03-30,2023-04-29,YouTube,CH001,Sign Up,CT001,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Male,18-40,AU009,USA,LO001,26289.0,8400.0,3049.0,494.0,12221.77,0.0,Jesus Rivera,EX004
C578,2023-01-23,2023-02-14,Facebook,CH005,Sales,CT002,"Salinas, Rodriguez and Bowman",CL 074,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,35416,gutierrezjames@yahoo.com,Laura Caldwell,Male,60+,AU005,Canada,LO003,97761.0,8065.0,3956.0,80.0,36828.93,75240.36,Thomas Ryan,EX003
C579,2023-06-05,2023-06-18,Email,CH002,Sales,CT002,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Female,18-40,AU004,India,LO008,95533.0,6502.0,4720.0,785.0,7108.9,23153.0,Melissa Haynes,EX008
C580,2023-03-29,2023-04-01,TikTok,CH003,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Male,60+,AU005,USA,LO001,50441.0,2628.0,1881.0,15.0,21221.03,60189.54,Melissa Haynes,EX008
C581,2023-10-08,2023-10-13,TikTok,CH003,Sales,CT002,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Adults,18-40,AU001,USA,LO001,80620.0,3779.0,1134.0,403.0,39969.1,70744.61,Jesus Rivera,EX004
C582,2023-01-13,2023-02-02,Instagram,CH004,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Seniors,60+,AU006,Canada,LO003,53075.0,3215.0,2349.0,818.0,35269.91,69430.12,Aaron Faulkner,EX009
